Inventario,Cliente,Tipo de Artículo,TipoPago,FecVenta,Año,Mes
19455,11,27,Efectivo           ,20040428,2004,04
19456,11,27,Efectivo           ,20040428,2004,04
19457,11,27,Efectivo           ,20040428,2004,04
19458,11,27,Efectivo           ,20040428,2004,04
19459,11,27,Efectivo           ,20040428,2004,04
19460,29,55,Efectivo           ,20040428,2004,04
19461,29,25,Efectivo           ,20040428,2004,04
19463,11,27,Efectivo           ,20040428,2004,04
19464,11,27,Efectivo           ,20040428,2004,04
19465,11,27,Efectivo           ,20040428,2004,04
19466,11,27,Efectivo           ,20040428,2004,04
19467,11,27,Efectivo           ,20040428,2004,04
19468,11,27,Efectivo           ,20040428,2004,04
19469,36,76,Efectivo           ,20040428,2004,04
19470,36,76,Efectivo           ,20040428,2004,04
19471,29,24,Efectivo           ,20040428,2004,04
19472,11,27,Efectivo           ,20040428,2004,04
19473,11,27,Efectivo           ,20040428,2004,04
19474,11,27,Efectivo           ,20040428,2004,04
19475,11,27,Efectivo           ,20040428,2004,04
19476,11,27,Efectivo           ,20040428,2004,04
19477,11,27,Efectivo           ,20040428,2004,04
19478,11,27,Efectivo           ,20040428,2004,04
19479,11,27,Efectivo           ,20040428,2004,04
19480,11,27,Efectivo           ,20040428,2004,04
19481,11,27,Efectivo           ,20040428,2004,04
19482,11,27,Efectivo           ,20040428,2004,04
19483,11,27,Efectivo           ,20040428,2004,04
19484,11,27,Efectivo           ,20040428,2004,04
19485,11,27,Efectivo           ,20040428,2004,04
19486,29,16,Efectivo           ,20040428,2004,04
19487,29,24,Efectivo           ,20040428,2004,04
19488,100,60,Consigna           ,20040428,2004,04
19490,11,27,Efectivo           ,20040429,2004,04
19491,11,27,Efectivo           ,20040429,2004,04
19492,11,27,Efectivo           ,20040429,2004,04
19493,11,27,Efectivo           ,20040429,2004,04
19494,11,27,Efectivo           ,20040429,2004,04
19495,11,27,Efectivo           ,20040429,2004,04
19496,11,27,Efectivo           ,20040429,2004,04
19497,11,27,Efectivo           ,20040429,2004,04
19498,11,27,Efectivo           ,20040429,2004,04
19499,11,27,Efectivo           ,20040429,2004,04
19500,29,28,Efectivo           ,20040429,2004,04
19501,11,27,Efectivo           ,20040429,2004,04
19502,11,27,Efectivo           ,20040429,2004,04
19503,11,27,Efectivo           ,20040429,2004,04
19504,11,27,Efectivo           ,20040429,2004,04
19505,11,27,Efectivo           ,20040429,2004,04
19506,11,27,Efectivo           ,20040429,2004,04
19507,11,27,Efectivo           ,20040429,2004,04
19508,11,27,Efectivo           ,20040429,2004,04
19509,11,27,Efectivo           ,20040429,2004,04
19510,11,27,Efectivo           ,20040429,2004,04
19511,11,27,Efectivo           ,20040429,2004,04
19512,11,27,Efectivo           ,20040429,2004,04
19513,11,27,Efectivo           ,20040429,2004,04
19514,11,27,Efectivo           ,20040429,2004,04
19515,11,27,Efectivo           ,20040429,2004,04
19516,11,27,Efectivo           ,20040429,2004,04
19517,11,27,Efectivo           ,20040429,2004,04
19518,11,27,Efectivo           ,20040429,2004,04
19519,11,27,Efectivo           ,20040429,2004,04
19520,11,27,Efectivo           ,20040429,2004,04
19521,11,27,Efectivo           ,20040429,2004,04
19522,11,27,Efectivo           ,20040429,2004,04
19523,11,27,Efectivo           ,20040429,2004,04
19524,11,27,Efectivo           ,20040429,2004,04
19525,11,27,Efectivo           ,20040429,2004,04
19526,11,27,Efectivo           ,20040429,2004,04
19527,11,27,Efectivo           ,20040429,2004,04
19528,11,27,Efectivo           ,20040429,2004,04
19529,11,27,Efectivo           ,20040429,2004,04
19530,11,27,Efectivo           ,20040429,2004,04
19531,11,27,Efectivo           ,20040429,2004,04
19532,11,27,Efectivo           ,20040429,2004,04
19533,11,27,Efectivo           ,20040429,2004,04
19534,11,27,Efectivo           ,20040429,2004,04
19535,11,27,Efectivo           ,20040429,2004,04
19536,11,27,Efectivo           ,20040429,2004,04
19537,11,27,Efectivo           ,20040429,2004,04
19538,11,27,Efectivo           ,20040429,2004,04
19539,11,27,Efectivo           ,20040429,2004,04
19540,29,45,Efectivo           ,20040429,2004,04
19541,11,27,Efectivo           ,20040429,2004,04
19542,29,27,Efectivo           ,20040429,2004,04
19543,11,27,Efectivo           ,20040429,2004,04
19544,11,27,Efectivo           ,20040429,2004,04
19545,11,27,Efectivo           ,20040429,2004,04
19546,11,27,Efectivo           ,20040429,2004,04
19547,11,27,Efectivo           ,20040429,2004,04
19548,11,27,Efectivo           ,20040429,2004,04
19549,11,27,Efectivo           ,20040429,2004,04
19550,11,27,Efectivo           ,20040429,2004,04
19551,11,27,Efectivo           ,20040429,2004,04
19552,13,82,Efectivo           ,20040429,2004,04
19553,11,27,Efectivo           ,20040429,2004,04
19554,11,27,Efectivo           ,20040429,2004,04
19555,11,27,Efectivo           ,20040429,2004,04
19556,11,27,Efectivo           ,20040429,2004,04
19557,11,27,Efectivo           ,20040429,2004,04
19558,11,27,Efectivo           ,20040429,2004,04
19559,11,27,Efectivo           ,20040429,2004,04
19560,11,27,Efectivo           ,20040429,2004,04
19561,11,27,Efectivo           ,20040429,2004,04
19562,11,27,Efectivo           ,20040429,2004,04
19563,11,27,Efectivo           ,20040429,2004,04
19564,11,27,Efectivo           ,20040429,2004,04
19565,11,27,Efectivo           ,20040429,2004,04
19566,11,27,Efectivo           ,20040429,2004,04
19567,11,27,Efectivo           ,20040429,2004,04
19568,11,27,Efectivo           ,20040429,2004,04
19569,11,27,Efectivo           ,20040429,2004,04
19570,18,66,Efectivo           ,20040429,2004,04
19571,11,27,Efectivo           ,20040429,2004,04
19572,11,27,Efectivo           ,20040429,2004,04
19573,11,27,Efectivo           ,20040429,2004,04
19574,11,27,Efectivo           ,20040429,2004,04
19575,11,27,Efectivo           ,20040429,2004,04
19577,29,46,Efectivo           ,20040429,2004,04
19578,29,29,Efectivo           ,20040429,2004,04
19579,11,27,Efectivo           ,20040430,2004,04
19580,11,27,Efectivo           ,20040430,2004,04
19581,11,27,Cheque             ,20040430,2004,04
19585,100,70,Tarjeta            ,20040430,2004,04
19586,100,16,Tarjeta            ,20040430,2004,04
19589,100,70,Tarjeta            ,20040430,2004,04
19596,100,10,Tarjeta            ,20040430,2004,04
19597,100,86,Tarjeta            ,20040430,2004,04
19598,100,64,Tarjeta            ,20040430,2004,04
19602,100,10,Tarjeta            ,20040430,2004,04
19604,100,10,Tarjeta            ,20040430,2004,04
19605,100,10,Tarjeta            ,20040430,2004,04
19606,100,10,Tarjeta            ,20040430,2004,04
19608,100,10,Tarjeta            ,20040430,2004,04
19610,100,10,Tarjeta            ,20040430,2004,04
19611,100,10,Tarjeta            ,20040430,2004,04
19613,100,60,Tarjeta            ,20040430,2004,04
19618,100,10,Tarjeta            ,20040430,2004,04
19621,100,10,Tarjeta            ,20040430,2004,04
19622,100,16,Consigna           ,20040430,2004,04
19626,11,27,Efectivo           ,20040430,2004,04
19634,100,10,Tarjeta            ,20040430,2004,04
19635,100,10,Tarjeta            ,20040430,2004,04
19639,100,10,Tarjeta            ,20040430,2004,04
19641,100,64,Tarjeta            ,20040430,2004,04
19647,100,86,Tarjeta            ,20040430,2004,04
19649,100,10,Tarjeta            ,20040430,2004,04
19651,100,10,Tarjeta            ,20040430,2004,04
19652,100,10,Tarjeta            ,20040430,2004,04
19657,100,10,Tarjeta            ,20040430,2004,04
19661,100,10,Consigna           ,20040430,2004,04
19662,100,10,Consigna           ,20040430,2004,04
19663,100,10,Consigna           ,20040430,2004,04
19664,100,10,Tarjeta            ,20040430,2004,04
19665,100,16,Tarjeta            ,20040430,2004,04
19667,100,60,Tarjeta            ,20040430,2004,04
19669,100,16,Tarjeta            ,20040430,2004,04
19680,100,16,Tarjeta            ,20040430,2004,04
19683,100,10,Tarjeta            ,20040430,2004,04
19684,100,66,Tarjeta            ,20040430,2004,04
19686,100,66,Consigna           ,20040430,2004,04
19692,11,27,Efectivo           ,20040430,2004,04
19694,100,95,Consigna           ,20040430,2004,04
19695,100,10,Tarjeta            ,20040430,2004,04
19696,100,10,Consigna           ,20040430,2004,04
19697,100,51,Consigna           ,20040430,2004,04
19699,100,91,Consigna           ,20040430,2004,04
19700,100,10,Tarjeta            ,20040430,2004,04
19702,100,10,Tarjeta            ,20040430,2004,04
19703,100,10,Tarjeta            ,20040430,2004,04
19705,100,41,Tarjeta            ,20040430,2004,04
19706,100,10,Tarjeta            ,20040430,2004,04
19707,100,41,Consigna           ,20040430,2004,04
19708,100,10,Tarjeta            ,20040430,2004,04
19709,100,27,Tarjeta            ,20040430,2004,04
19711,100,10,Tarjeta            ,20040430,2004,04
19713,100,10,Tarjeta            ,20040430,2004,04
19714,100,41,Tarjeta            ,20040430,2004,04
19716,100,10,Consigna           ,20040430,2004,04
19718,100,35,Tarjeta            ,20040430,2004,04
19719,100,10,Tarjeta            ,20040430,2004,04
19720,100,86,Consigna           ,20040430,2004,04
19721,100,10,Tarjeta            ,20040430,2004,04
19724,100,16,Tarjeta            ,20040430,2004,04
19726,100,10,Tarjeta            ,20040430,2004,04
19728,100,80,Tarjeta            ,20040430,2004,04
19730,100,16,Tarjeta            ,20040430,2004,04
19734,100,10,Tarjeta            ,20040430,2004,04
19736,9,95,Efectivo           ,20040430,2004,04
19737,100,16,Tarjeta            ,20040430,2004,04
19738,36,73,Efectivo           ,20040430,2004,04
19740,100,41,Consigna           ,20040503,2004,05
19741,100,41,Tarjeta            ,20040503,2004,05
19743,100,10,Tarjeta            ,20040503,2004,05
19746,100,16,Tarjeta            ,20040503,2004,05
19747,29,29,Efectivo           ,20040503,2004,05
19748,52,12,Efectivo           ,20040503,2004,05
19752,100,10,Tarjeta            ,20040503,2004,05
19754,100,10,Tarjeta            ,20040503,2004,05
19755,100,86,Tarjeta            ,20040503,2004,05
19758,100,10,Tarjeta            ,20040503,2004,05
19759,100,10,Tarjeta            ,20040503,2004,05
19760,100,10,Tarjeta            ,20040503,2004,05
19761,100,10,Tarjeta            ,20040503,2004,05
19763,100,10,Tarjeta            ,20040503,2004,05
19767,29,18,Efectivo           ,20040503,2004,05
19768,50,76,Efectivo           ,20040503,2004,05
19769,50,4,Efectivo           ,20040503,2004,05
19770,7,8,Efectivo           ,20040503,2004,05
19771,7,8,Efectivo           ,20040503,2004,05
19772,7,8,Efectivo           ,20040503,2004,05
19773,7,8,Efectivo           ,20040503,2004,05
19774,7,8,Efectivo           ,20040503,2004,05
19775,13,82,Efectivo           ,20040503,2004,05
19776,7,8,Efectivo           ,20040503,2004,05
19777,7,8,Efectivo           ,20040503,2004,05
19778,7,8,Efectivo           ,20040503,2004,05
19779,7,8,Efectivo           ,20040503,2004,05
19780,7,8,Efectivo           ,20040503,2004,05
19781,7,8,Efectivo           ,20040503,2004,05
19782,50,3,Efectivo           ,20040503,2004,05
19783,50,73,Efectivo           ,20040503,2004,05
19784,7,8,Efectivo           ,20040503,2004,05
19785,7,8,Efectivo           ,20040503,2004,05
19786,7,8,Efectivo           ,20040503,2004,05
19787,7,8,Efectivo           ,20040503,2004,05
19788,7,8,Efectivo           ,20040503,2004,05
19789,13,82,Efectivo           ,20040503,2004,05
19791,11,27,Efectivo           ,20040503,2004,05
19792,11,27,Efectivo           ,20040503,2004,05
19793,9,92,Efectivo           ,20040503,2004,05
19794,63,2,Efectivo           ,20040503,2004,05
19795,11,27,Efectivo           ,20040503,2004,05
19796,3,7,Efectivo           ,20040503,2004,05
19797,22,61,Efectivo           ,20040503,2004,05
19798,29,5,Efectivo           ,20040503,2004,05
19799,100,77,Consigna           ,20040503,2004,05
19800,18,66,Efectivo           ,20040504,2004,05
19801,18,66,Efectivo           ,20040504,2004,05
19802,18,66,Efectivo           ,20040504,2004,05
19803,9,10,Efectivo           ,20040504,2004,05
19804,14,70,Efectivo           ,20040504,2004,05
19805,29,27,Efectivo           ,20040504,2004,05
19806,16,38,Efectivo           ,20040504,2004,05
19807,28,4,Efectivo           ,20040504,2004,05
19808,29,28,Efectivo           ,20040504,2004,05
19809,29,46,Efectivo           ,20040504,2004,05
19810,29,37,Efectivo           ,20040504,2004,05
19811,29,46,Efectivo           ,20040504,2004,05
19812,29,46,Efectivo           ,20040504,2004,05
19813,29,46,Efectivo           ,20040504,2004,05
19814,29,46,Efectivo           ,20040504,2004,05
19815,29,46,Efectivo           ,20040504,2004,05
19816,29,46,Efectivo           ,20040504,2004,05
19817,29,46,Efectivo           ,20040504,2004,05
19818,29,46,Efectivo           ,20040504,2004,05
19819,29,46,Efectivo           ,20040504,2004,05
19820,29,46,Efectivo           ,20040504,2004,05
19821,29,46,Efectivo           ,20040504,2004,05
19822,29,46,Efectivo           ,20040504,2004,05
19823,29,46,Efectivo           ,20040504,2004,05
19824,29,46,Efectivo           ,20040504,2004,05
19825,29,27,Efectivo           ,20040504,2004,05
19826,29,46,Efectivo           ,20040504,2004,05
19827,29,46,Efectivo           ,20040504,2004,05
19828,29,46,Efectivo           ,20040504,2004,05
19829,29,46,Efectivo           ,20040504,2004,05
19830,29,46,Efectivo           ,20040504,2004,05
19831,29,27,Efectivo           ,20040504,2004,05
19832,29,46,Efectivo           ,20040504,2004,05
19833,29,46,Efectivo           ,20040504,2004,05
19834,29,46,Efectivo           ,20040504,2004,05
19835,29,46,Efectivo           ,20040504,2004,05
19836,29,27,Efectivo           ,20040504,2004,05
19837,29,46,Efectivo           ,20040504,2004,05
19838,29,37,Efectivo           ,20040504,2004,05
19839,29,46,Efectivo           ,20040504,2004,05
19840,29,46,Efectivo           ,20040504,2004,05
19841,29,46,Efectivo           ,20040504,2004,05
19842,29,46,Efectivo           ,20040504,2004,05
19843,29,27,Efectivo           ,20040504,2004,05
19844,29,28,Efectivo           ,20040504,2004,05
19845,29,46,Efectivo           ,20040504,2004,05
19846,29,46,Efectivo           ,20040504,2004,05
19847,29,27,Efectivo           ,20040504,2004,05
19848,29,46,Efectivo           ,20040504,2004,05
19849,29,46,Efectivo           ,20040504,2004,05
19850,29,46,Efectivo           ,20040504,2004,05
19851,29,46,Efectivo           ,20040504,2004,05
19852,29,46,Efectivo           ,20040504,2004,05
19853,29,46,Efectivo           ,20040504,2004,05
19854,29,27,Efectivo           ,20040504,2004,05
19855,29,46,Efectivo           ,20040504,2004,05
19856,29,46,Efectivo           ,20040504,2004,05
19857,29,46,Efectivo           ,20040504,2004,05
19858,29,46,Efectivo           ,20040504,2004,05
19859,29,27,Efectivo           ,20040504,2004,05
19860,29,46,Efectivo           ,20040504,2004,05
19861,29,46,Efectivo           ,20040504,2004,05
19864,36,73,Efectivo           ,20040504,2004,05
19865,36,73,Efectivo           ,20040504,2004,05
19866,11,27,Efectivo           ,20040504,2004,05
19867,29,37,Efectivo           ,20040504,2004,05
19869,100,38,Consigna           ,20040505,2004,05
19870,28,17,Efectivo           ,20040505,2004,05
19871,36,3,Efectivo           ,20040505,2004,05
19872,28,17,Efectivo           ,20040505,2004,05
19873,29,77,Efectivo           ,20040505,2004,05
19874,11,27,Efectivo           ,20040505,2004,05
19875,28,8,Efectivo           ,20040505,2004,05
19876,28,8,Efectivo           ,20040505,2004,05
19877,1,5,Efectivo           ,20040505,2004,05
19878,1,6,Efectivo           ,20040505,2004,05
19879,28,9,Efectivo           ,20040505,2004,05
19880,28,7,Efectivo           ,20040505,2004,05
19881,28,7,Efectivo           ,20040505,2004,05
19882,28,7,Efectivo           ,20040505,2004,05
19883,28,8,Efectivo           ,20040505,2004,05
19884,29,24,Efectivo           ,20040505,2004,05
19885,28,8,Efectivo           ,20040505,2004,05
19886,28,8,Efectivo           ,20040505,2004,05
19887,28,8,Efectivo           ,20040505,2004,05
19888,28,8,Efectivo           ,20040505,2004,05
19889,28,8,Efectivo           ,20040505,2004,05
19890,29,24,Efectivo           ,20040505,2004,05
19891,15,2,Efectivo           ,20040505,2004,05
19892,23,56,Efectivo           ,20040505,2004,05
19893,28,4,Efectivo           ,20040505,2004,05
19894,28,1,Efectivo           ,20040505,2004,05
19895,1,6,Efectivo           ,20040505,2004,05
19896,28,1,Efectivo           ,20040505,2004,05
19897,28,18,Efectivo           ,20040505,2004,05
19898,1,26,Efectivo           ,20040505,2004,05
19899,28,18,Efectivo           ,20040505,2004,05
19900,16,38,Efectivo           ,20040505,2004,05
19901,28,17,Efectivo           ,20040505,2004,05
19902,28,17,Efectivo           ,20040505,2004,05
19903,21,54,Efectivo           ,20040505,2004,05
19904,28,17,Efectivo           ,20040505,2004,05
19905,18,67,Efectivo           ,20040505,2004,05
19906,28,17,Efectivo           ,20040505,2004,05
19907,9,87,Efectivo           ,20040505,2004,05
19908,1,5,Efectivo           ,20040505,2004,05
19909,1,95,Efectivo           ,20040505,2004,05
19910,1,93,Efectivo           ,20040505,2004,05
19911,9,95,Efectivo           ,20040505,2004,05
19912,28,7,Efectivo           ,20040505,2004,05
19913,16,38,Efectivo           ,20040505,2004,05
19914,1,4,Efectivo           ,20040505,2004,05
19915,22,60,Efectivo           ,20040505,2004,05
19916,3,7,Efectivo           ,20040505,2004,05
19917,16,38,Efectivo           ,20040505,2004,05
19918,6,21,Efectivo           ,20040505,2004,05
19919,3,7,Efectivo           ,20040505,2004,05
19920,3,83,Efectivo           ,20040505,2004,05
19921,28,8,Efectivo           ,20040505,2004,05
19922,29,5,Efectivo           ,20040505,2004,05
19923,11,27,Efectivo           ,20040505,2004,05
19924,3,7,Efectivo           ,20040505,2004,05
19925,28,8,Efectivo           ,20040505,2004,05
19926,3,7,Efectivo           ,20040505,2004,05
19927,28,8,Efectivo           ,20040505,2004,05
19928,3,7,Efectivo           ,20040505,2004,05
19929,29,24,Efectivo           ,20040505,2004,05
19930,29,32,Efectivo           ,20040505,2004,05
19931,28,8,Efectivo           ,20040505,2004,05
19932,29,29,Efectivo           ,20040505,2004,05
19933,28,8,Efectivo           ,20040505,2004,05
19934,28,8,Efectivo           ,20040505,2004,05
19935,3,83,Efectivo           ,20040505,2004,05
19936,28,4,Efectivo           ,20040505,2004,05
19937,28,4,Efectivo           ,20040505,2004,05
19938,28,4,Efectivo           ,20040505,2004,05
19939,14,70,Efectivo           ,20040505,2004,05
19940,29,46,Efectivo           ,20040505,2004,05
19941,14,70,Efectivo           ,20040505,2004,05
19942,1,25,Efectivo           ,20040505,2004,05
19943,28,4,Efectivo           ,20040505,2004,05
19944,14,71,Efectivo           ,20040505,2004,05
19945,14,70,Efectivo           ,20040505,2004,05
19946,4,6,Efectivo           ,20040505,2004,05
19947,28,4,Efectivo           ,20040505,2004,05
19948,14,71,Efectivo           ,20040505,2004,05
19949,1,25,Efectivo           ,20040505,2004,05
19950,29,4,Efectivo           ,20040505,2004,05
19951,28,1,Efectivo           ,20040505,2004,05
19952,29,46,Efectivo           ,20040505,2004,05
19953,28,1,Efectivo           ,20040505,2004,05
19954,11,27,Efectivo           ,20040505,2004,05
19955,28,18,Efectivo           ,20040505,2004,05
19956,28,18,Efectivo           ,20040505,2004,05
19957,3,83,Efectivo           ,20040505,2004,05
19958,1,92,Efectivo           ,20040505,2004,05
19959,29,27,Efectivo           ,20040505,2004,05
19960,28,18,Efectivo           ,20040505,2004,05
19961,1,92,Efectivo           ,20040505,2004,05
19962,28,18,Efectivo           ,20040505,2004,05
19963,6,20,Efectivo           ,20040505,2004,05
19964,18,66,Efectivo           ,20040505,2004,05
19965,6,20,Efectivo           ,20040505,2004,05
19966,9,86,Efectivo           ,20040505,2004,05
19967,9,86,Efectivo           ,20040505,2004,05
19968,28,17,Efectivo           ,20040505,2004,05
19969,15,1,Efectivo           ,20040505,2004,05
19970,28,17,Efectivo           ,20040505,2004,05
19971,28,17,Efectivo           ,20040505,2004,05
19972,28,17,Efectivo           ,20040505,2004,05
19973,28,17,Efectivo           ,20040505,2004,05
19974,28,17,Efectivo           ,20040505,2004,05
19975,28,17,Efectivo           ,20040505,2004,05
19976,9,95,Efectivo           ,20040505,2004,05
19977,28,64,Efectivo           ,20040505,2004,05
19978,28,17,Efectivo           ,20040505,2004,05
19979,28,17,Efectivo           ,20040505,2004,05
19980,14,71,Efectivo           ,20040505,2004,05
19981,28,17,Efectivo           ,20040505,2004,05
19982,28,17,Efectivo           ,20040505,2004,05
19983,28,7,Efectivo           ,20040505,2004,05
19984,3,1,Efectivo           ,20040505,2004,05
19985,28,7,Efectivo           ,20040505,2004,05
19986,3,83,Efectivo           ,20040505,2004,05
19987,28,8,Efectivo           ,20040505,2004,05
19988,13,82,Efectivo           ,20040505,2004,05
19989,28,8,Efectivo           ,20040505,2004,05
19990,3,83,Efectivo           ,20040505,2004,05
19991,11,27,Efectivo           ,20040505,2004,05
19992,3,5,Efectivo           ,20040505,2004,05
19993,28,8,Efectivo           ,20040505,2004,05
19994,1,3,Efectivo           ,20040505,2004,05
19995,9,15,Efectivo           ,20040505,2004,05
19996,5,33,Efectivo           ,20040505,2004,05
19997,29,24,Efectivo           ,20040505,2004,05
19998,3,1,Efectivo           ,20040505,2004,05
19999,28,8,Efectivo           ,20040505,2004,05
20000,28,8,Efectivo           ,20040505,2004,05
20001,1,25,Efectivo           ,20040505,2004,05
20002,28,8,Efectivo           ,20040505,2004,05
20003,3,83,Efectivo           ,20040505,2004,05
20004,28,4,Efectivo           ,20040505,2004,05
20005,14,70,Efectivo           ,20040505,2004,05
20006,28,4,Efectivo           ,20040505,2004,05
20007,28,4,Efectivo           ,20040505,2004,05
20008,28,4,Efectivo           ,20040505,2004,05
20009,28,4,Efectivo           ,20040505,2004,05
20010,1,91,Efectivo           ,20040505,2004,05
20011,14,70,Efectivo           ,20040505,2004,05
20012,29,37,Efectivo           ,20040505,2004,05
20013,28,4,Efectivo           ,20040505,2004,05
20014,11,27,Efectivo           ,20040505,2004,05
20015,28,4,Efectivo           ,20040505,2004,05
20016,28,4,Efectivo           ,20040505,2004,05
20017,29,3,Efectivo           ,20040505,2004,05
20018,6,20,Efectivo           ,20040505,2004,05
20019,1,6,Efectivo           ,20040505,2004,05
20020,28,4,Efectivo           ,20040505,2004,05
20021,28,4,Efectivo           ,20040505,2004,05
20022,28,4,Efectivo           ,20040505,2004,05
20023,28,1,Efectivo           ,20040505,2004,05
20024,28,1,Efectivo           ,20040505,2004,05
20025,36,60,Efectivo           ,20040505,2004,05
20026,20,1,Efectivo           ,20040505,2004,05
20027,1,1,Efectivo           ,20040505,2004,05
20028,1,2,Efectivo           ,20040505,2004,05
20029,28,1,Efectivo           ,20040505,2004,05
20030,1,1,Efectivo           ,20040505,2004,05
20031,1,3,Efectivo           ,20040505,2004,05
20032,28,18,Efectivo           ,20040505,2004,05
20033,1,1,Efectivo           ,20040505,2004,05
20034,28,18,Efectivo           ,20040505,2004,05
20035,9,92,Efectivo           ,20040505,2004,05
20036,6,20,Efectivo           ,20040505,2004,05
20037,1,4,Efectivo           ,20040505,2004,05
20038,28,17,Efectivo           ,20040505,2004,05
20039,11,27,Efectivo           ,20040505,2004,05
20040,1,2,Efectivo           ,20040505,2004,05
20041,6,20,Efectivo           ,20040505,2004,05
20042,1,2,Efectivo           ,20040505,2004,05
20043,9,85,Efectivo           ,20040505,2004,05
20044,28,17,Efectivo           ,20040505,2004,05
20045,11,27,Efectivo           ,20040505,2004,05
20046,1,91,Efectivo           ,20040505,2004,05
20047,1,91,Efectivo           ,20040505,2004,05
20048,9,85,Efectivo           ,20040505,2004,05
20049,1,95,Efectivo           ,20040505,2004,05
20050,11,27,Efectivo           ,20040505,2004,05
20051,1,1,Efectivo           ,20040505,2004,05
20052,1,91,Efectivo           ,20040505,2004,05
20053,1,92,Efectivo           ,20040505,2004,05
20054,28,17,Efectivo           ,20040505,2004,05
20055,1,1,Efectivo           ,20040505,2004,05
20056,1,91,Efectivo           ,20040505,2004,05
20057,28,17,Efectivo           ,20040505,2004,05
20058,18,66,Efectivo           ,20040505,2004,05
20059,9,95,Efectivo           ,20040505,2004,05
20060,1,2,Efectivo           ,20040505,2004,05
20061,28,17,Efectivo           ,20040505,2004,05
20062,1,91,Efectivo           ,20040505,2004,05
20063,28,17,Efectivo           ,20040505,2004,05
20064,28,17,Efectivo           ,20040505,2004,05
20065,28,17,Efectivo           ,20040505,2004,05
20066,11,27,Efectivo           ,20040505,2004,05
20067,9,85,Efectivo           ,20040505,2004,05
20068,6,20,Efectivo           ,20040505,2004,05
20069,1,25,Efectivo           ,20040505,2004,05
20070,11,27,Efectivo           ,20040505,2004,05
20071,29,77,Efectivo           ,20040505,2004,05
20073,100,31,Consigna           ,20040506,2004,05
20074,3,5,Efectivo           ,20040506,2004,05
20075,11,27,Efectivo           ,20040506,2004,05
20076,22,61,Efectivo           ,20040506,2004,05
20078,11,27,Efectivo           ,20040507,2004,05
20079,29,37,Efectivo           ,20040507,2004,05
20081,53,18,Efectivo           ,20040508,2004,05
20082,36,76,Efectivo           ,20040510,2004,05
20083,22,61,Efectivo           ,20040510,2004,05
20084,29,55,Efectivo           ,20040510,2004,05
20086,29,29,Efectivo           ,20040511,2004,05
20087,100,16,Consigna           ,20040511,2004,05
20088,100,83,Consigna           ,20040511,2004,05
20089,100,38,Consigna           ,20040511,2004,05
20090,29,4,Efectivo           ,20040511,2004,05
20091,1,4,Efectivo           ,20040511,2004,05
20092,29,45,Efectivo           ,20040511,2004,05
20093,100,17,Consigna           ,20040511,2004,05
20096,100,66,Consigna           ,20040512,2004,05
20097,11,27,Efectivo           ,20040512,2004,05
20098,100,99,Consigna           ,20040512,2004,05
20099,29,77,Efectivo           ,20040512,2004,05
20100,29,37,Efectivo           ,20040512,2004,05
20102,100,68,Consigna           ,20040513,2004,05
20103,29,29,Efectivo           ,20040513,2004,05
20104,15,1,Efectivo           ,20040514,2004,05
20105,11,27,Efectivo           ,20040514,2004,05
20106,13,82,Efectivo           ,20040514,2004,05
20107,53,5,Efectivo           ,20040514,2004,05
20108,1,1,Cheque             ,20040514,2004,05
20109,30,76,Efectivo           ,20040514,2004,05
20111,100,20,Consigna           ,20040514,2004,05
20112,11,27,Efectivo           ,20040514,2004,05
20113,29,18,Efectivo           ,20040517,2004,05
20114,29,18,Efectivo           ,20040517,2004,05
20115,52,12,Efectivo           ,20040517,2004,05
20116,29,29,Efectivo           ,20040517,2004,05
20117,100,30,Consigna           ,20040517,2004,05
20118,29,29,Efectivo           ,20040517,2004,05
20119,29,18,Efectivo           ,20040517,2004,05
20120,29,18,Efectivo           ,20040517,2004,05
20121,52,12,Efectivo           ,20040517,2004,05
20122,1,91,Efectivo           ,20040517,2004,05
20123,11,27,Efectivo           ,20040517,2004,05
20124,52,14,Efectivo           ,20040517,2004,05
20125,29,32,Efectivo           ,20040518,2004,05
20126,29,32,Efectivo           ,20040518,2004,05
20128,29,25,Efectivo           ,20040518,2004,05
20129,29,29,Efectivo           ,20040518,2004,05
20130,100,43,Consigna           ,20040518,2004,05
20131,100,11,Consigna           ,20040518,2004,05
20132,29,19,Cheque             ,20040518,2004,05
20133,53,30,Efectivo           ,20040518,2004,05
20134,100,66,Consigna           ,20040518,2004,05
20135,1,3,Efectivo           ,20040518,2004,05
20136,29,27,Efectivo           ,20040518,2004,05
20137,29,18,Efectivo           ,20040519,2004,05
20138,29,32,Efectivo           ,20040519,2004,05
20139,100,25,Consigna           ,20040519,2004,05
20140,23,50,Cheque             ,20040519,2004,05
20141,29,24,Efectivo           ,20040519,2004,05
20143,11,27,Efectivo           ,20040519,2004,05
20144,100,44,Consigna           ,20040519,2004,05
20146,100,11,Consigna           ,20040519,2004,05
20147,100,43,Consigna           ,20040519,2004,05
20149,100,6,Consigna           ,20040519,2004,05
20152,100,43,Consigna           ,20040520,2004,05
20153,11,27,Efectivo           ,20040520,2004,05
20154,1,4,Efectivo           ,20040520,2004,05
20155,36,73,Efectivo           ,20040520,2004,05
20156,29,25,Efectivo           ,20040521,2004,05
20157,100,43,Consigna           ,20040521,2004,05
20159,1,6,Efectivo           ,20040521,2004,05
